DATE,ME_ID,DISEASE_ID,ORDER_QUANTITY,ORDER_FREE_QUANTITY,SOLD_QUANTITY,SOLD_FREE,MEDICINE_NAME,DISEASE_NAME,CITY
05-05-2018,AM2020,BL2020,0,0,11.00 ,1.00 ,AMLOKIND AT -TAB,BLOOD PRESSURE,CHIMAKURTHY
05-05-2018,AM2020,BL2020,0,0,11.00 ,1.00 ,AMLOKIND AT -TAB,BLOOD PRESSURE,PODILI
05-05-2018,AM2020,BL2020,330.00 ,30.00 ,0,0,AMLOKIND AT -TAB,BLOOD PRESSURE,VIJAYAWADA
07-05-2018,AM2020,BL2020,0,0,11.00 ,1.00 ,AMLOKIND AT -TAB,BLOOD PRESSURE,PERNAMITTA
07-05-2018,AM2020,BL2020,0,0,55.00 ,5.00 ,AMLOKIND AT -TAB,BLOOD PRESSURE,KANDUKUR
09-05-2018,AM2020,BL2020,0,0,220.00 ,20.00 ,AMLOKIND AT -TAB,BLOOD PRESSURE,ONGOLE
11-05-2018,AM2020,BL2020,0,0,22.00 ,2.00 ,AMLOKIND AT -TAB,BLOOD PRESSURE,KANDUKUR
14-05-2018,AM2020,BL2020,0,0,110.00 ,10.00 ,AMLOKIND AT -TAB,BLOOD PRESSURE,TANGUTUR
14-05-2018,AM2020,BL2020,220.00 ,20.00 ,0,0,AMLOKIND AT -TAB,BLOOD PRESSURE,VIJAYAWADA
18-05-2018,AM2020,BL2020,0,0,55.00 ,5.00 ,AMLOKIND AT -TAB,BLOOD PRESSURE,TALLURU
18-05-2018,AM2020,BL2020,0,0,11.00 ,1.00 ,AMLOKIND AT -TAB,BLOOD PRESSURE,ONGOLE
18-05-2018,AM2020,BL2020,0,0,22.00 ,2.00 ,AMLOKIND AT -TAB,BLOOD PRESSURE,KANIGIRI
19-05-2018,AM2020,BL2020,0,0,11.00 ,1.00 ,AMLOKIND AT -TAB,BLOOD PRESSURE,CHIMAKURTHY
19-05-2018,AM2020,BL2020,0,0,11.00 ,1.00 ,AMLOKIND AT -TAB,BLOOD PRESSURE,PODILI
21-05-2018,AM2020,BL2020,0,0,27.50 ,2.50 ,AMLOKIND AT -TAB,BLOOD PRESSURE,KONIJEDU
21-05-2018,AM2020,BL2020,0,0,11.00 ,1.00 ,AMLOKIND AT -TAB,BLOOD PRESSURE,KANDUKUR
22-05-2018,AM2020,BL2020,0,0,11.00 ,1.00 ,AMLOKIND AT -TAB,BLOOD PRESSURE,KAVALI
23-05-2018,AM2020,BL2020,0,0,60.00 ,0,AMLOKIND AT -TAB,BLOOD PRESSURE,ULAVAPADU
23-05-2018,AM2020,BL2020,0,0,27.50 ,2.50 ,AMLOKIND AT -TAB,BLOOD PRESSURE,MEDARAMETLA
25-05-2018,AM2020,BL2020,0,0,0,4.00 ,AMLOKIND AT -TAB,BLOOD PRESSURE,ONGOLE
25-05-2018,AM2020,BL2020,0,0,11.00 ,1.00 ,AMLOKIND AT -TAB,BLOOD PRESSURE,KANDUKUR
26-05-2018,AM2020,BL2020,0,0,11.00 ,1.00 ,AMLOKIND AT -TAB,BLOOD PRESSURE,CHIMAKURTHY
28-05-2018,AM2020,BL2020,0,0,11.00 ,1.00 ,AMLOKIND AT -TAB,BLOOD PRESSURE,KANDUKUR
28-05-2018,AM2020,BL2020,7.00 ,0,0,0,AMLOKIND AT -TAB,BLOOD PRESSURE,SINGARAYAKONDA
29-05-2018,AM2020,BL2020,0,0,20.00 ,0,AMLOKIND AT -TAB,BLOOD PRESSURE,KAVALI
30-05-2018,AM2020,BL2020,330.00 ,30.00 ,0,0,AMLOKIND AT -TAB,BLOOD PRESSURE,VIJAYAWADA
31-05-2018,AM2020,BL2020,0,0,33.00 ,3.00 ,AMLOKIND AT -TAB,BLOOD PRESSURE,KANDUKUR
01-06-2018,AM2020,BL2020,0,0,27.50 ,2.50 ,AMLOKIND AT -TAB,BLOOD PRESSURE,KANIGIRI
02-06-2018,AM2020,BL2020,0,0,1.00 ,1.00 ,AMLOKIND AT -TAB,BLOOD PRESSURE,PODILI
02-06-2018,AM2020,BL2020,0,0,10.00 ,0,AMLOKIND AT -TAB,BLOOD PRESSURE,PODILI
04-06-2018,AM2020,BL2020,0,0,1.00 ,1.00 ,AMLOKIND AT -TAB,BLOOD PRESSURE,SINGARAYAKONDA
04-06-2018,AM2020,BL2020,0,0,2.00 ,0,AMLOKIND AT -TAB,BLOOD PRESSURE,SINGARAYAKONDA
04-06-2018,AM2020,BL2020,0,0,6.00 ,0,AMLOKIND AT -TAB,BLOOD PRESSURE,SINGARAYAKONDA
04-06-2018,AM2020,BL2020,0,0,2.00 ,0,AMLOKIND AT -TAB,BLOOD PRESSURE,SINGARAYAKONDA
06-06-2018,AM2020,BL2020,0,0,11.00 ,1.00 ,AMLOKIND AT -TAB,BLOOD PRESSURE,ONGOLE
06-06-2018,AM2020,BL2020,0,0,110.00 ,10.00 ,AMLOKIND AT -TAB,BLOOD PRESSURE,ONGOLE
07-06-2018,AM2020,BL2020,220.00 ,20.00 ,0,0,AMLOKIND AT -TAB,BLOOD PRESSURE,VIJAYAWADA
08-06-2018,AM2020,BL2020,220.00 ,20.00 ,0,0,AMLOKIND AT -TAB,BLOOD PRESSURE,VIJAYAWADA
09-06-2018,AM2020,BL2020,0,0,110.00 ,10.00 ,AMLOKIND AT -TAB,BLOOD PRESSURE,TANGUTUR
09-06-2018,AM2020,BL2020,0,0,11.00 ,1.00 ,AMLOKIND AT -TAB,BLOOD PRESSURE,CHIMAKURTHY
09-06-2018,AM2020,BL2020,0,0,33.00 ,3.00 ,AMLOKIND AT -TAB,BLOOD PRESSURE,KANDUKUR
09-06-2018,AM2020,BL2020,0,0,22.00 ,2.00 ,AMLOKIND AT -TAB,BLOOD PRESSURE,DARSI
11-06-2018,AM2020,BL2020,0,0,20.00 ,0,AMLOKIND AT -TAB,BLOOD PRESSURE,TANGUTUR
11-06-2018,AM2020,BL2020,0,0,55.00 ,5.00 ,AMLOKIND AT -TAB,BLOOD PRESSURE,KANDUKUR
11-06-2018,AM2020,BL2020,0,0,12.00 ,2.00 ,AMLOKIND AT -TAB,BLOOD PRESSURE,KANDUKUR
11-06-2018,AM2020,BL2020,0,0,10.00 ,0,AMLOKIND AT -TAB,BLOOD PRESSURE,KANDUKUR
12-06-2018,AM2020,BL2020,0,0,6.00 ,0,AMLOKIND AT -TAB,BLOOD PRESSURE,KAVALI
12-06-2018,AM2020,BL2020,0,0,5.00 ,1.00 ,AMLOKIND AT -TAB,BLOOD PRESSURE,KAVALI
13-06-2018,AM2020,BL2020,0,0,11.00 ,1.00 ,AMLOKIND AT -TAB,BLOOD PRESSURE,ONGOLE
15-06-2018,AM2020,BL2020,0,0,11.00 ,1.00 ,AMLOKIND AT -TAB,BLOOD PRESSURE,KANDUKUR
15-06-2018,AM2020,BL2020,0,0,11.00 ,1.00 ,AMLOKIND AT -TAB,BLOOD PRESSURE,KANIGIRI
18-06-2018,AM2020,BL2020,0,0,22.00 ,2.00 ,AMLOKIND AT -TAB,BLOOD PRESSURE,KONIJEDU
18-06-2018,AM2020,BL2020,0,0,22.00 ,2.00 ,AMLOKIND AT -TAB,BLOOD PRESSURE,SINGARAYAKONDA
18-06-2018,AM2020,BL2020,0,0,11.00 ,1.00 ,AMLOKIND AT -TAB,BLOOD PRESSURE,KANDUKUR
18-06-2018,AM2020,BL2020,0,0,11.00 ,1.00 ,AMLOKIND AT -TAB,BLOOD PRESSURE,ONGOLE
20-06-2018,AM2020,BL2020,0,0,5.00 ,5.00 ,AMLOKIND AT -TAB,BLOOD PRESSURE,ADDANKI
20-06-2018,AM2020,BL2020,0,0,50.00 ,0,AMLOKIND AT -TAB,BLOOD PRESSURE,ADDANKI
20-06-2018,AM2020,BL2020,"1,100.00 ",100.00 ,0,0,AMLOKIND AT -TAB,BLOOD PRESSURE,VIJAYAWADA
22-06-2018,AM2020,BL2020,0,0,110.00 ,10.00 ,AMLOKIND AT -TAB,BLOOD PRESSURE,CHIRALA
22-06-2018,AM2020,BL2020,0,0,220.00 ,20.00 ,AMLOKIND AT -TAB,BLOOD PRESSURE,CHIRALA
22-06-2018,AM2020,BL2020,0,0,0,50.00 ,AMLOKIND AT -TAB,BLOOD PRESSURE,ONGOLE
22-06-2018,AM2020,BL2020,0,0,550.00 ,50.00 ,AMLOKIND AT -TAB,BLOOD PRESSURE,ONGOLE
22-06-2018,AM2020,BL2020,0,0,220.00 ,20.00 ,AMLOKIND AT -TAB,BLOOD PRESSURE,CHIRALA
23-06-2018,AM2020,BL2020,0,0,11.00 ,1.00 ,AMLOKIND AT -TAB,BLOOD PRESSURE,CHIMAKURTHY
25-06-2018,AM2020,BL2020,0,0,330.00 ,60.00 ,AMLOKIND AT -TAB,BLOOD PRESSURE,ONGOLE
25-06-2018,AM2020,BL2020,"2,200.00 ",20.00 ,0,0,AMLOKIND AT -TAB,BLOOD PRESSURE,VIJAYAWADA
26-06-2018,AM2020,BL2020,0,0,55.00 ,5.00 ,AMLOKIND AT -TAB,BLOOD PRESSURE,ADDANKI
28-06-2018,AM2020,BL2020,0,0,11.00 ,1.00 ,AMLOKIND AT -TAB,BLOOD PRESSURE,ONGOLE
29-06-2018,AM2020,BL2020,0,0,0,20.00 ,AMLOKIND AT -TAB,BLOOD PRESSURE,CHIRALA
29-06-2018,AM2020,BL2020,0,0,770.00 ,70.00 ,AMLOKIND AT -TAB,BLOOD PRESSURE,CHIRALA
29-06-2018,AM2020,BL2020,0,0,0,70.00 ,AMLOKIND AT -TAB,BLOOD PRESSURE,CHIRALA
29-06-2018,AM2020,BL2020,0,0,11.00 ,1.00 ,AMLOKIND AT -TAB,BLOOD PRESSURE,KANIGIRI
29-06-2018,AM2020,BL2020,0,0,55.00 ,5.00 ,AMLOKIND AT -TAB,BLOOD PRESSURE,PODILI
02-07-2018,AM2020,BL2020,0,0,22.00 ,2.00 ,AMLOKIND AT -TAB,BLOOD PRESSURE,SINGARAYAKONDA
03-07-2018,AM2020,BL2020,0,0,11.00 ,1.00 ,AMLOKIND AT -TAB,BLOOD PRESSURE,ONGOLE
06-07-2018,AM2020,BL2020,0,0,110.00 ,10.00 ,AMLOKIND AT -TAB,BLOOD PRESSURE,TANGUTUR
07-07-2018,AM2020,BL2020,0,0,33.00 ,3.00 ,AMLOKIND AT -TAB,BLOOD PRESSURE,CHIMAKURTHY
07-07-2018,AM2020,BL2020,0,0,55.00 ,5.00 ,AMLOKIND AT -TAB,BLOOD PRESSURE,KANDUKUR
09-07-2018,AM2020,BL2020,0,0,11.00 ,1.00 ,AMLOKIND AT -TAB,BLOOD PRESSURE,KANDUKUR
10-07-2018,AM2020,BL2020,0,0,22.00 ,2.00 ,AMLOKIND AT -TAB,BLOOD PRESSURE,KAVALI
11-07-2018,AM2020,BL2020,0,0,11.00 ,1.00 ,AMLOKIND AT -TAB,BLOOD PRESSURE,ONGOLE
12-07-2018,AM2020,BL2020,0,0,22.00 ,2.00 ,AMLOKIND AT -TAB,BLOOD PRESSURE,KONIJEDU
12-07-2018,AM2020,BL2020,0,0,2.00 ,2.00 ,AMLOKIND AT -TAB,BLOOD PRESSURE,KANDUKUR
12-07-2018,AM2020,BL2020,0,0,20.00 ,0,AMLOKIND AT -TAB,BLOOD PRESSURE,KANDUKUR
12-07-2018,AM2020,BL2020,0,0,1.00 ,1.00 ,AMLOKIND AT -TAB,BLOOD PRESSURE,KANDUKUR
12-07-2018,AM2020,BL2020,0,0,10.00 ,0,AMLOKIND AT -TAB,BLOOD PRESSURE,KANDUKUR
16-07-2018,AM2020,BL2020,0,0,55.00 ,5.00 ,AMLOKIND AT -TAB,BLOOD PRESSURE,KANDUKUR
16-07-2018,AM2020,BL2020,0,0,11.00 ,1.00 ,AMLOKIND AT -TAB,BLOOD PRESSURE,ONGOLE
18-07-2018,AM2020,BL2020,0,0,11.00 ,1.00 ,AMLOKIND AT -TAB,BLOOD PRESSURE,ONGOLE
20-07-2018,AM2020,BL2020,0,0,11.00 ,1.00 ,AMLOKIND AT -TAB,BLOOD PRESSURE,KANIGIRI
21-07-2018,AM2020,BL2020,0,0,11.00 ,1.00 ,AMLOKIND AT -TAB,BLOOD PRESSURE,CHIMAKURTHY
23-07-2018,AM2020,BL2020,0,0,11.00 ,1.00 ,AMLOKIND AT -TAB,BLOOD PRESSURE,KANDUKUR
24-07-2018,AM2020,BL2020,0,0,110.00 ,10.00 ,AMLOKIND AT -TAB,BLOOD PRESSURE,TANGUTUR
24-07-2018,AM2020,BL2020,0,0,110.00 ,10.00 ,AMLOKIND AT -TAB,BLOOD PRESSURE,ADDANKI
25-07-2018,AM2020,BL2020,0,0,11.00 ,1.00 ,AMLOKIND AT -TAB,BLOOD PRESSURE,ADDANKI
25-07-2018,AM2020,BL2020,0,0,11.00 ,0,AMLOKIND AT -TAB,BLOOD PRESSURE,ADDANKI
25-07-2018,AM2020,BL2020,0,0,0,1.00 ,AMLOKIND AT -TAB,BLOOD PRESSURE,ADDANKI
25-07-2018,AM2020,BL2020,0,0,22.00 ,2.00 ,AMLOKIND AT -TAB,BLOOD PRESSURE,ADDANKI
01-04-2018,CA2020,BL2020,225.00 ,0,0,0,CARDACE,BLOOD PRESSURE,NO_CITY
01-04-2018,CA2020,BL2020,20.00 ,0,0,0,CARDACE,BLOOD PRESSURE,ONGOLE
02-04-2018,CA2020,BL2020,0,0,3.00 ,0,CARDACE,BLOOD PRESSURE,KAVALI
02-04-2018,CA2020,BL2020,0,0,3.00 ,0,CARDACE,BLOOD PRESSURE,KAVALI
02-04-2018,CA2020,BL2020,0,0,6.00 ,0,CARDACE,BLOOD PRESSURE,PAMUR
02-04-2018,CA2020,BL2020,0,0,3.00 ,0,CARDACE,BLOOD PRESSURE,PODILI
03-04-2018,CA2020,BL2020,0,0,15.00 ,0,CARDACE,BLOOD PRESSURE,ADDANKI
03-04-2018,CA2020,BL2020,0,0,15.00 ,0,CARDACE,BLOOD PRESSURE,CHIRALA
04-04-2018,CA2020,BL2020,0,0,6.00 ,0,CARDACE,BLOOD PRESSURE,CHIMAKURTHY
04-04-2018,CA2020,BL2020,0,0,3.00 ,0,CARDACE,BLOOD PRESSURE,NIDAMANUR
04-04-2018,CA2020,BL2020,0,0,6.00 ,0,CARDACE,BLOOD PRESSURE,ONGOLE
04-04-2018,CA2020,BL2020,0,0,15.00 ,0,CARDACE,BLOOD PRESSURE,ONGOLE
04-04-2018,CA2020,BL2020,0,0,15.00 ,0,CARDACE,BLOOD PRESSURE,VIJAYAWADA
06-04-2018,CA2020,BL2020,0,0,3.00 ,0,CARDACE,BLOOD PRESSURE,KANDUKUR
07-04-2018,CA2020,BL2020,0,0,15.00 ,0,CARDACE,BLOOD PRESSURE,KANDUKUR
07-04-2018,CA2020,BL2020,0,0,15.00 ,0,CARDACE,BLOOD PRESSURE,KANDUKUR
07-04-2018,CA2020,BL2020,45.00 ,0,0,0,CARDACE,BLOOD PRESSURE,ONGOLE
09-04-2018,CA2020,BL2020,0,0,15.00 ,0,CARDACE,BLOOD PRESSURE,ONGOLE
10-04-2018,CA2020,BL2020,0,0,2.00 ,0,CARDACE,BLOOD PRESSURE,EAST GANGAVARAM
10-04-2018,CA2020,BL2020,0,0,15.00 ,0,CARDACE,BLOOD PRESSURE,KANIGIRI
10-04-2018,CA2020,BL2020,0,0,3.00 ,0,CARDACE,BLOOD PRESSURE,SINGARAYAKONDA
12-04-2018,CA2020,BL2020,0,0,15.00 ,0,CARDACE,BLOOD PRESSURE,TANGUTUR
14-04-2018,CA2020,BL2020,90.00 ,0,0,0,CARDACE,BLOOD PRESSURE,TANGUTUR
16-04-2018,CA2020,BL2020,0,0,6.00 ,0,CARDACE,BLOOD PRESSURE,KANDUKUR
16-04-2018,CA2020,BL2020,0,0,3.00 ,0,CARDACE,BLOOD PRESSURE,KAVALI
16-04-2018,CA2020,BL2020,0,0,9.00 ,0,CARDACE,BLOOD PRESSURE,VIJAYAWADA
17-04-2018,CA2020,BL2020,0,0,6.00 ,0,CARDACE,BLOOD PRESSURE,KONIJEDU
17-04-2018,CA2020,BL2020,0,0,6.00 ,0,CARDACE,BLOOD PRESSURE,PERNAMITTA
17-04-2018,CA2020,BL2020,0,0,10.00 ,0,CARDACE,BLOOD PRESSURE,PERNAMITTA
18-04-2018,CA2020,BL2020,0,0,15.00 ,0,CARDACE,BLOOD PRESSURE,ONGOLE
18-04-2018,CA2020,BL2020,0,0,15.00 ,0,CARDACE,BLOOD PRESSURE,ADDANKI
18-04-2018,CA2020,BL2020,0,0,15.00 ,0,CARDACE,BLOOD PRESSURE,ADDANKI
18-04-2018,CA2020,BL2020,0,0,15.00 ,0,CARDACE,BLOOD PRESSURE,CHIMAKURTHY
18-04-2018,CA2020,BL2020,0,0,30.00 ,0,CARDACE,BLOOD PRESSURE,ONGOLE
18-04-2018,CA2020,BL2020,0,0,15.00 ,0,CARDACE,BLOOD PRESSURE,ADDANKI
18-04-2018,CA2020,BL2020,0,0,15.00 ,0,CARDACE,BLOOD PRESSURE,ONGOLE
18-04-2018,CA2020,BL2020,60.00 ,0,0,0,CARDACE,BLOOD PRESSURE,PODILI
19-04-2018,CA2020,BL2020,0,0,9.00 ,0,CARDACE,BLOOD PRESSURE,MARKAPURAM
20-04-2018,CA2020,BL2020,0,0,5.00 ,0,CARDACE,BLOOD PRESSURE,CHIMAKURTHY
20-04-2018,CA2020,BL2020,0,0,30.00 ,0,CARDACE,BLOOD PRESSURE,KARAVADI
20-04-2018,CA2020,BL2020,0,0,3.00 ,0,CARDACE,BLOOD PRESSURE,ONGOLE
20-04-2018,CA2020,BL2020,0,0,3.00 ,0,CARDACE,BLOOD PRESSURE,KAVALI
20-04-2018,CA2020,BL2020,150.00 ,0,0,0,CARDACE,BLOOD PRESSURE,ONGOLE
21-04-2018,CA2020,BL2020,0,0,3.00 ,0,CARDACE,BLOOD PRESSURE,PAMUR
23-04-2018,CA2020,BL2020,0,0,15.00 ,0,CARDACE,BLOOD PRESSURE,PERNAMITTA
24-04-2018,CA2020,BL2020,0,0,6.00 ,0,CARDACE,BLOOD PRESSURE,DODDAVARAM
25-04-2018,CA2020,BL2020,0,0,30.00 ,0,CARDACE,BLOOD PRESSURE,KANDUKUR
25-04-2018,CA2020,BL2020,0,0,6.00 ,0,CARDACE,BLOOD PRESSURE,KANDUKUR
25-04-2018,CA2020,BL2020,0,0,6.00 ,0,CARDACE,BLOOD PRESSURE,ONGOLE
25-04-2018,CA2020,BL2020,0,0,15.00 ,0,CARDACE,BLOOD PRESSURE,ULICHI
25-04-2018,CA2020,BL2020,0,0,15.00 ,0,CARDACE,BLOOD PRESSURE,KAVALI
25-04-2018,CA2020,BL2020,0,0,15.00 ,0,CARDACE,BLOOD PRESSURE,VIJAYAWADA
26-04-2018,CA2020,BL2020,45.00 ,0,0,0,CARDACE,BLOOD PRESSURE,KONIJEDU
27-04-2018,CA2020,BL2020,0,0,6.00 ,0,CARDACE,BLOOD PRESSURE,ONGOLE
27-04-2018,CA2020,BL2020,60.00 ,0,0,0,CARDACE,BLOOD PRESSURE,KANDUKUR
28-04-2018,CA2020,BL2020,0,0,15.00 ,0,CARDACE,BLOOD PRESSURE,KAVALI
01-05-2018,CA2020,BL2020,0,0,15.00 ,0,CARDACE,BLOOD PRESSURE,KANDUKUR
01-05-2018,CA2020,BL2020,0,0,6.00 ,0,CARDACE,BLOOD PRESSURE,CHIMAKURTHY
02-05-2018,CA2020,BL2020,0,0,15.00 ,0,CARDACE,BLOOD PRESSURE,KANDUKUR
02-05-2018,CA2020,BL2020,0,0,15.00 ,0,CARDACE,BLOOD PRESSURE,KAVALI
03-05-2018,CA2020,BL2020,0,0,15.00 ,0,CARDACE,BLOOD PRESSURE,KAVALI
03-05-2018,CA2020,BL2020,0,0,30.00 ,0,CARDACE,BLOOD PRESSURE,MEDARAMETLA
03-05-2018,CA2020,BL2020,0,0,15.00 ,0,CARDACE,BLOOD PRESSURE,VIJAYAWADA
03-05-2018,CA2020,BL2020,0,0,15.00 ,0,CARDACE,BLOOD PRESSURE,MEDARAMETLA
04-05-2018,CA2020,BL2020,0,0,9.00 ,0,CARDACE,BLOOD PRESSURE,MEDARAMETLA
05-05-2018,CA2020,BL2020,0,0,6.00 ,0,CARDACE,BLOOD PRESSURE,ADDANKI
08-05-2018,CA2020,BL2020,0,0,9.00 ,0,CARDACE,BLOOD PRESSURE,KAVALI
08-05-2018,CA2020,BL2020,150.00 ,0,0,0,CARDACE,BLOOD PRESSURE,KAVALI
11-05-2018,CA2020,BL2020,0,0,6.00 ,0,CARDACE,BLOOD PRESSURE,KAVALI
12-05-2018,CA2020,BL2020,0,0,15.00 ,0,CARDACE,BLOOD PRESSURE,PAMUR
16-05-2018,CA2020,BL2020,0,0,15.00 ,0,CARDACE,BLOOD PRESSURE,PERNAMITTA
16-05-2018,CA2020,BL2020,0,0,3.00 ,0,CARDACE,BLOOD PRESSURE,ONGOLE
17-05-2018,CA2020,BL2020,0,0,15.00 ,0,CARDACE,BLOOD PRESSURE,ONGOLE
17-05-2018,CA2020,BL2020,0,0,30.00 ,0,CARDACE,BLOOD PRESSURE,KANDUKUR
19-05-2018,CA2020,BL2020,0,0,3.00 ,0,CARDACE,BLOOD PRESSURE,MEDARAMETLA
21-05-2018,CA2020,BL2020,0,0,6.00 ,0,CARDACE,BLOOD PRESSURE,MEDARAMETLA
21-05-2018,CA2020,BL2020,90.00 ,0,0,0,CARDACE,BLOOD PRESSURE,KANDUKUR
22-05-2018,CA2020,BL2020,0,0,3.00 ,0,CARDACE,BLOOD PRESSURE,NIDAMANUR
22-05-2018,CA2020,BL2020,0,0,15.00 ,0,CARDACE,BLOOD PRESSURE,ONGOLE
23-05-2018,CA2020,BL2020,0,0,6.00 ,0,CARDACE,BLOOD PRESSURE,PODILI
24-05-2018,CA2020,BL2020,0,0,6.00 ,0,CARDACE,BLOOD PRESSURE,ONGOLE
24-05-2018,CA2020,BL2020,0,0,15.00 ,0,CARDACE,BLOOD PRESSURE,CHIMAKURTHY
25-05-2018,CA2020,BL2020,0,0,3.00 ,0,CARDACE,BLOOD PRESSURE,KANDUKUR
26-05-2018,CA2020,BL2020,0,0,3.00 ,0,CARDACE,BLOOD PRESSURE,KANDUKUR
26-05-2018,CA2020,BL2020,0,0,15.00 ,0,CARDACE,BLOOD PRESSURE,VIJAYAWADA
28-05-2018,CA2020,BL2020,0,0,15.00 ,0,CARDACE,BLOOD PRESSURE,KANDUKUR
28-05-2018,CA2020,BL2020,0,0,6.00 ,0,CARDACE,BLOOD PRESSURE,KAVALI
30-05-2018,CA2020,BL2020,0,0,6.00 ,0,CARDACE,BLOOD PRESSURE,KAVALI
30-05-2018,CA2020,BL2020,0,0,6.00 ,0,CARDACE,BLOOD PRESSURE,KANDUKUR
30-05-2018,CA2020,BL2020,0,0,15.00 ,0,CARDACE,BLOOD PRESSURE,KANDUKUR
30-05-2018,CA2020,BL2020,0,0,30.00 ,0,CARDACE,BLOOD PRESSURE,ONGOLE
30-05-2018,CA2020,BL2020,90.00 ,0,0,0,CARDACE,BLOOD PRESSURE,MARKAPURAM
02-06-2018,CA2020,BL2020,75.00 ,0,0,0,CARDACE,BLOOD PRESSURE,ONGOLE
04-06-2018,CA2020,BL2020,0,0,3.00 ,0,CARDACE,BLOOD PRESSURE,CHIMAKURTHY
06-06-2018,CA2020,BL2020,0,0,15.00 ,0,CARDACE,BLOOD PRESSURE,CHIMAKURTHY
07-06-2018,CA2020,BL2020,0,0,3.00 ,0,CARDACE,BLOOD PRESSURE,KANDUKUR
07-06-2018,CA2020,BL2020,0,0,6.00 ,0,CARDACE,BLOOD PRESSURE,SINGARAYAKONDA
08-06-2018,CA2020,BL2020,0,0,3.00 ,0,CARDACE,BLOOD PRESSURE,ONGOLE
09-06-2018,CA2020,BL2020,0,0,3.00 ,0,CARDACE,BLOOD PRESSURE,KAVALI
09-06-2018,CA2020,BL2020,0,0,3.00 ,0,CARDACE,BLOOD PRESSURE,VIJAYAWADA
